,index,date,caption,comments,likes
62,62,2020-01-27 04:00:27,Tibetan Quartz Point almost 2kg. This lovely piece consist full of rainbows and lovely inclusion.,1,49
63,63,2020-01-24 00:38:57,"112g Selenite Palm Stones

7cm(L) x 5.5(W) x 2.3cm(H)

Available at SGD 15 (USD 12)
DM if interested 👆🏻",1,23
64,64,2020-01-23 00:13:26,"368g Deep Blue Cubic Fluorite on White Quartz

8.5cm(L) x 7.2cm(W) x 6cm(H) 
Mine in Huang Gang Liang, Inner mongolia, China.

Available at SGD 138 (USD 104)
DM if interested 👆🏻",1,15
65,65,2020-01-22 01:46:40,"26g Skeletal Quartz

4cm(L) x 2.8cm(W) x 2.6cm(H)

Available at SGD 18 (USD 14)
DM if interested👆🏻",1,21
66,66,2020-01-21 00:34:33,"11g Raw Meteorite (SOLD)

2cm(L) x 1.3cm(W) x 1.2cm (H)

Available at SGD 18 (SOLD)
DM if interested",3,64
67,67,2020-01-20 00:44:16,"4g Brandberg Amethyst Scepter with Red hematite

2.5cm(L) x 1.3cm(W) x 1.1cm(H)

OFFER PRICE!!
Available at SGD 48 (USD 36)
DM if interested 👆🏻",1,34
68,68,2020-01-18 23:33:36,"266g Polished Amethyst Point

6.5cm(L) x 5cm(W) x 6.7cm(H)

Available at SGD 48 (USD 36)
DM if interested 👆🏻",1,32
69,69,2020-01-18 21:28:12,"168g Morion Quartz

9.2cm(L) x 4.5cm(W) x 4cm(H)

Available at SGD 68 (USD 51)
DM if interested 👆🏻",1,23
70,70,2020-01-18 01:24:57,"4g Pink/Green/Blue Tourmaline

2cm(L) x 1.2cm(w) x 1cm(H)

Available at SGD 85 (USD 64)
DM if interested 👆🏻",1,21
71,71,2020-01-17 00:18:33,"26g Smoky Amethyst with Red Hematite Scepter
.
Its so cute, look like a magic wand. Whooosh everything turns to crystals!!!
.
7.3cm(L) x 1.5cm(W) x 1.4cm(H)

Available at SGD 68 (USD 51)
DM if interested",1,32
72,72,2020-01-16 01:26:47,"8g Clear Quartz Scepter Double terminated with Hematite inclusion
.
4.5cm(L) x 1.5cm(W) x 1cm(H)

Available at SGD 38 (USD 29)
DM if interested 👆🏻",1,25
73,73,2020-01-14 23:44:20,"687g Blue Celestite Clusters

12.5cm(L)x8.5cm(W)x6cm(H)

Available at SGD 68 (USD 51)
DM if interested 👆🏻",1,34
74,74,2020-01-14 00:12:07,"295g Natural Translucent Dark Blue/Green Cubic Fluorite Cluster

9.5cm(L) x 7.5cm(W) x 3.7cm(H)

Available at SGD 48 (USD 36)
DM if interested 👆🏻",1,44
75,75,2020-01-13 02:56:23,"869g Green/Blue Etched Cubic Fluorite
*
12.7cm(L) x 8.5cm(W) x 6cm(H)

Beautiful outer green colour, etched on the edge of all the cubes, with blue colour in the middles most of the cubes. The blue is so intense that even without light you see more blue then green.

Available at SGD 128 (USD 96)
DM if interested 👆🏻",1,24
76,76,2020-01-10 00:31:47,"23g Smoky Amethyst Scepter with Red Hematite

5.5cm(L) x 2cm(W) x 1.8cm(H)

Available at SGD 68 (USD 51)
DM if interested 👆🏻",1,16
77,77,2020-01-09 01:03:07,"577g Blue/Green Ladder Step Fluorite 
10cm(L) x 6.5cm(W) x 6.5cm(H)

Available at SGD 108 (USD 81)
DM if interested 👆🏻",1,28
78,78,2020-01-08 00:20:23,"361g Translucent Blue Cubic Fluorite

11cm(L) x 6.5cm(W) x 4.5cm(H)

Available at SGD 108 (USD 81)
DM if interested ✌🏻",1,21
79,79,2020-01-07 00:37:21,"#unboxing my #crystals box. Im feeling so happy now, felt the same when i eat #mcdonalds.",6,48
80,80,2020-01-06 02:43:40,"36g Smoky Amethyst with Red Hematite Scepter 
6cm(L) x 2.5cm(W) x 2.5cm(H)

Available at SGD 58 (USD 44)
DM if interested 👍🏻",1,23
81,81,2020-01-05 02:13:12,"278g Green Fluorite with Purple Phantom on Quartz

7cm(L) x 7cm(W) x 4.5cm(H)

Available at SGD 98 (USD 74)
DM if interested 👆🏻",1,16
82,82,2020-01-04 02:38:19,"58g Smoky Amethyst Quartz Scepter with Clear Phantom *see the last 2 pictures for a view of the phantom

6.5cm(L) x 3.5cm(W) x 2.5cm(H)

Available at SGD 68 (USD 51)
DM if interested 👆🏻",1,17
83,83,2020-01-03 01:39:03,"76g Smoky Amethyst Quartz Point

5cm(L) x 4.2cm(W) x 3.5cm(H)

Available at SGD 38 (USD 29)
DM if interested",1,21
84,84,2020-01-02 02:42:37,"7g Clear Quartz Elestial Scepter

4cm(L) x 1.5cm(W) x 1.5cm(H)

Available at SGD 38 (USD 29)
DM if interested",1,33
85,85,2019-12-31 03:01:38,"472.5g Green/Blue Translucent Trapezoidal Fluorite with Pyrite
.
9cm(L) x 7.5cm (W) x 5.5cm(H)

This piece of fluorite is awesome. One of my best collection of fluorite by far. There is small dots of pyrite form inside, nasty piece.

Available at SGD 98 (USD 74)",1,35
86,86,2019-12-30 03:01:31,"Celestite cluster 289g

10cm(L) x 6cm(W) x 4cm(H)

Nice cluster with very unique points.

Available at SGD 48 (USD 36)
DM if interested",1,31
87,87,2019-12-19 00:44:57,"End this year with a stunner. Hope 2020 will be even better!! Cheers.

This 450+ gram of craziness is out of this world, look at the shape, the colour and the clarity. Green on the side, bluish and purple in the middle.

DM if interested.",3,31
88,88,2019-12-09 00:08:43,"African Citrine Point 16g

5.5cm(L)x1.5cm(W)x1.3cm(H)

Available at SGD 15 (USD 11)
Dm if interested 👆🏻",2,23
89,89,2019-12-01 02:40:53,"Smoky Citrine Cluster, with 2 big twin point and baby clusters grow around it.",1,29
90,90,2019-11-28 01:53:00,"37g Danburite, one of the synergy 12 stone, pinkish tone with clear tip.

5.5cm(L) x 2.1cm(W) x 1.7cm(H)

Available at SGD 228",1,17
91,91,2019-11-26 02:36:43,"542g Prehnite with Epidote.

12cm (L) x 9cm (W) x 6.5cm (H)

Prehnite helps improve your memory and a stone of divinity. Divinity meaning, enhance your intuitive instinct. Keeping you safe and helping you achieve your goals by allowing rational brain kicks in faster when in need.",1,22
92,92,2019-11-25 03:32:37,Fiberous piece of malachite raw crystal. Glittery as you move the crystal.,1,30
93,93,2019-11-22 01:19:07,"580g Bearbrick Obsidian standing at 15cm (SOLD)

Its a grounding stone, give us strength and patience needed to overcome challenges no matter how long the journey takes. (SOLD)",1,17
94,94,2019-11-21 02:42:38,"That look like a treasure map to an island full of chrysocolla malachite, dreams!!",1,34
95,95,2019-11-18 22:32:12,"Pink Halite with great formations. They can help to release emotional strains such as low guilt, low self-esteem and anxiety. It can also help you lift up your energy and find abundance of joy.",1,16
96,96,2019-11-16 00:46:36,"63g Phenakite on Mica

5.5cm (L) x 5cm (W) x 1.5cm (H)
DM if interested.

Its crystal system is hexagonal and its often crystalise in short prisms. They comes in all form depends on which country they from. They are good grounding stones. Said to ease pain and nausea due to migraine and headaches.",1,15
97,97,2019-11-15 01:57:32,The blue part of the azurite is so glittery and shiny.,1,32
98,98,2019-11-13 10:29:38,Fluorite on pink calcite with small speckle of pyrite growing on the fluorite. Wow!! Take a look urself..,1,23
99,99,2019-11-12 02:49:51,"Polish piece of meteorite from a town in Muonionalusta, Sweden. (SOLD)

Its my first time seing such a raw beautiful piece in front of my eyes.

Available at SGD 58 (USD 43) (SOLD)
DM if interested",1,23
100,100,2019-11-09 00:55:58,"A piece of crystalised sulfur from Bolivia. The colour is so intense and bright. Sulfur remove negative thoughts, emotions and your barriers to your success. Enhance your imagination and your creativity. It helps release energy of someone who have angry outburst, appropriately.",1,20
101,101,2019-11-08 02:25:11,"Danburite with a little pinkish hue and clear tip 
Available at SGD 48
DM if interested 
1. 3.3cm(L) x 0.9cm(W) x .05cm(H) 3g
2. 3.2cm(L) x 1.1cm(W) x 0.7cm(H) 5g
3. 3.4cm(L) x 1cm(W) x 0.6cm(H) 3g
4. 4cm(L) x 1.3cm(W) x 0.9cm(H) 6g
5. 4cm(L) x 1.2cm(W) x 0.7cm(H) 6g
6. 4.5cm(L) x 1.2cm(W) x 0.7cm(H) 7g",1,26
102,102,2019-11-07 16:00:11,"Petrified Wood Slab

A piece of wood slab being fossilized for about million years ago. Placed It around u, it helps people who feels stuck. Helps balance and offers a foundation from which to launch new goals or going through new path in life.",1,19
103,103,2019-11-06 22:38:50,"A cute piece of chrysocolla malachite, nice mixture of blue green rough polished specimen. I was attracted to the bright unique colour of the specimen. Flew in all the way from Congo.

DM if interested",1,31
104,104,2019-11-06 01:07:12,"45g Prophecy Stone from Libya

3.5cm(L)x 3cm(W)x 2.5cm(H)

This are very high vibrational stones. For 3rd eyes, can used it for meditation. Said to be a calming stone and a stone for legal disputes.

Available at SGD 38
DM if interested",3,30
105,105,2019-11-05 12:27:08,"Purple fluorite cubic. The purple colour is rich and vibrant. From cave-in rock, illinois, USA.",1,22
106,106,2019-11-04 15:54:38,"Such a cute vera cruz amethyst with a baby point growing at the side.

Available, DM if interested.",1,25
107,107,2019-10-29 00:17:00,"Tiffany Stone Bracelet *Extremely Rare - Mine closed to Collector** Sizes / Prices:
A (10mm)- SGD178 *Sold*
B (10mm)- SGD178
C (10mm)- SGD178 *Sold*
D (11mm) - SGD178
E (12mm) - SGD198
F (12mm) - SGD198",1,22
108,108,2019-10-27 11:39:15,"Locket Pendant with Petalite, Herkimer Diamond and Green Tourmaline..
.
Version 2.0 coming soon. ✌🏻.
.
Green tourmaline - cell regeneration, for health, for vitality and for heart.

Herkimer diamond - boost immune system and amplify crystals energy.

Petalite - healing for endocrine system and calming

A client got this for her family member who is not well, pray and send well wishes to her family for speedy recovery.",1,29
109,109,2019-10-25 19:39:44,Benefit of petalite,1,12
110,110,2019-10-25 08:31:28,"Just for fun!! Can someone guess what is this? Clue1: not quartz, clue2: very very high vibration stone. Stay tune for the result.",34,49
111,111,2019-10-18 20:20:15,I never know such powerful energy exist in a stone.,1,15
112,112,2019-10-18 01:56:08,"Mystic Merlinite Crystal Skull 1480g

12.5cm(L) x 8cm(W) x 10cm(H)

Available at SGD 228 (USD 168)
DM if interested 👆🏻",1,21
113,113,2019-10-17 17:45:18,Sharing the lovely benefit of citrine.,1,29
114,114,2019-10-16 01:49:57,"African Citrine Point 15g

7cm (L) x 1.5cm (W) x 1cm (H)

Available at SGD 15 (USD 11)
Dm if interested 👆🏻",1,30
115,115,2019-10-15 00:46:11,"Selenite Crystal Skull 250g

8.5cm(L)x4.5cm(W)x5.8cm(H)

Available at SGD 108 (USD 79)
DM if interested 👆🏻",1,19
116,116,2019-10-14 02:47:34,"Smoky Amethyst Point 65g

5.5cm(L) x 4cm(W) x 3cm(H)

Available at SGD 38 (USD 28)
DM if interested 👆🏻",3,33
117,117,2019-10-10 01:30:58,"Blue Purple Fluorite 98g (SOLD)

4.5cm(L)x4.5cm(W)x2.8cm(H)

Available at SGD 38 (USD 28) (SOLD)
DM if interested 👆🏻",1,27
118,118,2019-10-08 02:27:30,"Tri-color Calcite 317g

13.8cm (H)

Available at SGD 28 (USD 21)
DM if interested 👆🏻
.
Consist of white, orange, green calcite and hematite. Stone of intuition, its a very grounding stone. It helps to boost psychic abilities. Amplify and increase energies of all kind. It helps in reducing stress and anxiety and also increase inner peace.",3,22
119,119,2019-10-04 01:46:16,"Rose quartz point 904g

7cm (W) x 16cm (H)

Available at SGD 78 (USD 57)
DM if interested 👆🏻",1,28
120,120,2019-10-03 01:01:29,"Rare Selenite Crystal Skull 266g (SOLD)

8cm (L) x 5cm (W) x 6cm (H)

Available at SGD 108 (USD 79) (SOLD)
DM if interested 👆🏻",1,39
121,121,2019-10-01 02:13:50,"3 great uses of chevron amethyst

Chevron amethyst is a combination of amethyst and quartz mix together makes a banded patterns. They helps in stress relieving. Chevron amethyst bring us courage and inner strength. It has the ability to repel negative energy and also helps people who are struggling to change.

Such a plain stone, which can make huge impact to our life.",1,28
122,122,2019-09-28 17:53:44,"Lodolite point 54g

3.3cm(W) x 4.5cm(H)

Available at SGD 38 (USD 28)
DM if interested 👆🏻",1,24
123,123,2019-09-28 17:42:41,"Lodolite point 33g

2.5cm(W) x 5cm(H)

Available at SGD 28 (USD 21)
DM if interested 👆🏻",1,30
124,124,2019-09-16 02:06:26,"Chevron Amethyst Crystal Bowl 928g

Available at SGD 98 (USD 72 )
DM if interested 👆🏻",3,65
125,125,2019-09-10 02:51:55,"Chevron Amethyst Point 331g
(Last 1pic there is a natural damage)

12cm (H)

Available at $38 (USD 28)
DM if interested 👆🏻",1,32
126,126,2019-09-04 12:01:27,"Polychrome Jasper 129g

6cm (L) x 5cm (W) x 2.5cm (H)

Available at SGD 12 (USD 9)
DM if interested 👆🏻
.
Polychrome jasper is so unique, every pieces is like a painting to it. This piece look like a stream running between 2 land and at the back there are lots of big green trees.",1,39
127,127,2019-09-03 02:37:46,"Amethyst Crystal Skull 470g

9cm (L) x 5.5cm (W) x 7cm (H)

Available at SGD 88 (USD 64)
DM if interested 👆🏻",1,21
128,128,2019-09-02 02:41:53,"Chevron Amethyst Point 313g
(Last 3 pic is natural damage)

15.5cm (H)

Available at $38 (USD 28)
DM if interested 👆🏻",1,25
129,129,2019-08-31 00:41:37,"Que Sera Palm Stone 90g (SOLD)

5.5cm(L) x 4.5cm(W) x 3cm(H)

Available at SGD 15 (USD 11) (SOLD)
DM if interested 👆🏻",1,29
130,130,2019-08-27 02:01:02,"Lovely marking on this tri-colour calcite. Consist of white calcite, green calcite, orange calcite with red hematite.
.
DM if interested 👆🏻",1,49
131,131,2019-08-23 21:51:11,"Im back, Sorry for being away. This few day was crazy!! See how purple is this cute baby amethyst skull.. Have a great weekend..",3,50
132,132,2019-08-17 03:59:58,"Malachite Rhino 60g (SOLD)

Available at SGD 38 (USD 28) (SOLD)
DM if interested 👍🏻",1,26
133,133,2019-08-16 01:30:57,"Flower Agate Palm Stone 100g

6.5cm (L) x 3.5cm (W) x 3cm (H)

Available at SGD 12 (USD 9)
DM if interested 👆🏻",1,45
134,134,2019-08-16 01:18:58,"Flower Agate Palm Stone 130g

6cm (L) x 4cm (W) x 3cm (H)

Available at SGD 15 (USD 11)
DM if interested 👆🏻",1,23
135,135,2019-08-15 02:32:56,"Apophyllite On Blue Chalcedony 823g

Available at SGD 108 (USD 80)
DM if interested 👍🏻",1,16
136,136,2019-08-13 03:12:11,"Celestite Clusters
.
Crystalised Strontium Sulfate
.
Its a stone for peace and harmony. Good for deep state of meditation, helping calm the mind and open it to communication from the higher realms.",3,56
137,137,2019-08-12 03:34:35,"Star Red Garnet

Available at SGD 22 (USD 16)
DM if interested",1,45
138,138,2019-08-11 04:17:11,"Fire agate (no sheen)

It is a protective stone, can fill its user with newfound energy, and can spark creativity.

Available at SGD 8 
Dm if interested",1,45
139,139,2019-08-10 03:27:05,"Look at the beautiful character form on this small piece of chevron amethyst, sweet and fine. Sweet dreams!",3,28
140,140,2019-08-09 02:48:44,"Translucent Purple Amethyst Hearts

Available each at SGD 10 (USD 8)
DM if interested",1,54
141,141,2019-08-08 02:53:20,"Malachite Elephant 215g

8.5cm(L) x 5.5cm(W) x 3.5cm(H)(SOLD)

Available at SGD 58 (USD 42)(SOLD)
DM if interested 👍🏻",1,51
142,142,2019-08-07 02:52:46,Fancy some grapes anyone?! 😍,3,39
143,143,2019-08-06 01:34:39,"Rainbow Fluorite Point 180g

11cm (H)

Available at SGD 68 (USD 50)
DM if interested 👆🏻",1,54
144,144,2019-08-05 00:53:52,"There is only a word to describe this.. “WOW”

Available soon.. stay tune..",3,54
145,145,2019-08-03 02:25:46,"1480g Sodalite Crystal Skull

12.5cm(L) x 9 cm(W) x 11 cm(H)

Available at SGD 238 (USD 172)
DM if interested 👆🏻",1,34
146,146,2019-08-02 01:54:49,"1340g Chevron Amethyst Crystal Point

Available at SGD 138 (USD 101)
DM if interested 👆🏻",1,52
147,147,2019-08-01 01:57:34,"Vanadinite From Morroco 
Available at SGD 12 (USD 9)
DM if interested 👆🏻
More available..",1,51
148,148,2019-08-01 01:49:28,"Vanadinite On Barite From Morocco

Available at SGD 12 (USD 9)
DM if interested 👆🏻
More available..",1,24
149,149,2019-07-31 01:52:59,"Green Fluorite From Madagascar 2900g

Available at SGD 428 (USD 313)
DM if interested 👆🏻",1,51
150,150,2019-07-30 02:33:23,"Tiger Eyes Skull 940g

10.5cm (L) x 7cm (W) x 8cm (H)

Available at SGD 158 (USD 116)
DM if interested 👆🏻",1,27
151,151,2019-07-29 01:50:09,Posted a few pieces of raw malachite on my Instagram story. Do take a look.,1,31
152,152,2019-07-27 03:06:58,"Pink Stilbite with Apophyllite 533g

Available at SGD 75 (USD 56)
DM if interested 👆🏻",1,18
153,153,2019-07-26 02:53:07,"Chevron Amethyst Crystal Skull 1700 gram

Available at SGD 280 (USD 205)
DM if interested👆🏻",1,22
154,154,2019-07-25 02:38:08,Will be posting this lovely pieces soon. Isn’t it pretty. Dark orange just like sugar frosting coating on cakes. Stay tune!!,1,30
155,155,2019-07-24 01:15:09,"378g Red hematite phantom quartz with black goethite

10.5cm (L) x 9cm (W) x 5cm (H)

Available at SGD 48 (USD 36)
DM if interested 👆🏻",1,53
156,156,2019-07-23 01:31:19,"Amethyst Spirits Quartz

Available at SGD 38 (USD 28)
DM if interested 👆🏻",1,46
157,157,2019-07-23 01:25:40,"Amethyst Spirits Quartz

Available at SGD 38 (USD 28)
DM if interested 👆🏻",1,41
158,158,2019-07-22 02:29:33,"Que Sera Crystal Skull 1005g (RESERVE)

11cm (L) x 8cm (W) x 8.5cm (H)

Available at SGD 158 (USD 117)(RESERVE)
DM if interested 👆🏻",2,31
159,159,2019-07-21 04:03:55,"Its on my Instagram story, take a few min and have a look

Dm if interested 👆🏻",1,32
160,160,2019-07-20 02:25:24,"Chrysocolla Malachite Tumble

Available at SGD 38 (USD 28)
DM if interested 👆🏻",1,52
