,index,date,caption,comments,likes
33,33,2021-11-18 09:33:26,"🐢Squirtle & 🧅Bulbasaur 
Blue & Green Aventurine 
(Available on 20th Nov Live @ 8pm SGT)",2,162
34,34,2021-11-11 10:02:42,Pink Amethyst Beauty 💕🌸,7,217
35,35,2021-11-08 10:42:31,"SMURFS 💙
(Available on 10th Nov Wed Live @ 8pm SGT)",4,183
36,36,2021-11-08 06:04:18,"🐯Fortune Baby Tiger “财“
(Ohmou Custom Cut)
🐯
Available Crystals
Tiger Eye
Madagascar Rose Quartz
Green Aventurine
Golden Steatite
Silver Sheen Obsidian 
White Jade

#crystalhealing #crystalsg #crystalsofinstagram #crystalsofig #crystalshop #crystalslove #tigereye #greenaventurine #whitejade #silversheenobsidian #rosequartz #orangecalcite",11,235
37,37,2021-11-07 11:32:25,"Which is your favourite Pokemon 🤣
(Available on Wed 10th Nov Live @ 8pm SGT)",4,154
38,38,2021-11-07 10:06:50,"🐢Chubby Tortoise 
(Available on 10th Wed Live @ 8pm SGT)
🐢
Clear Quartz
Amethyst
Rose Quartz
Tanzberry Quartz",5,115
39,39,2021-11-07 09:11:06,"🐯Fortune Baby Tiger “财“
(Ohmou Custom Cut)
(Every Wed & Saturday Live @ 8pm SGT!)
🐯
Available Crystals
Tiger Eye
Madagascar Rose Quartz
Green Aventurine
Golden Steatite
Silver Sheen Obsidian 
White Jade",10,169
40,40,2021-11-01 09:58:26,"Mini Pyrite Obelisk and Egg
(Available on 3rd Nov Live @ 8pm)
够小吗? 🤣",3,154
41,41,2021-10-25 10:21:53,"Green Aventurine Baby Bulbasaur 🍃
(Available on 27th Oct Wed Live @ 8pm SGT)
🍃
Green aventurine is called the Stone of Opportunity said to be fortunate of all stones. Often this stone commonly utilized for increasing favor in games or competitions of chance and for manifesting wealth and prosperity. Its winning energies make it an excellent partner for boosting a person’s chances in any scenario.",10,272
42,42,2021-10-24 10:16:19,"Baby Elephant 🐘 
(Ohmou Custom Cut)
(Every Wednesday & Saturday Live @ 8pm SGT)
🐘
Clear Quartz
Rose Quartz
Black Obsidian
White Jade",17,334
43,43,2021-10-17 11:39:02,"Silver Sheen Obsidian Puffy Heart 🖤 
(Available on 20th Oct Wed Live @ 8pm SGT)
🖤
The black obsidian stone is a potent cleanser of the psychic smog made within the aura, and is considered as a powerful psychic protection stone. This stone also has a powerful metaphysical properties, which may assist in shielding you against negativities.",0,114
44,44,2021-10-15 07:14:04,"😍 Pink Amethyst 
(Available on 16th Oct Live @ 8pm SGT)
♡
Pink amethyst is a variant of the amethyst, it carries with it the properties of spiritual connection and support for the crown chakra. Like quartz, pink amethyst has the benefit of cleansing energy of a particular space or person, absorbing bad energy, offering strong protection against the negative energies of the environment. Also, this stone is known to foster feelings of understanding, calmness, trust, and grace.
♡
It also helps to support your heart chakra and connect your heart with your spirit. Pink amethyst is said to help balance your heart and crown chakras, improve relationships through wisdom and love, and help bring in peace and relaxation. Without a doubt, pink amethyst is a very strong stone full of powerful effects.

#pinkamethyst
#pinkamethystdruzy
#pinkamethystcrystal #pinkamethysttower #pinkamethystsphere",0,144
45,45,2021-10-13 10:08:44,"🌈 Rainbow Moonstone Sphere
(Available on 20th Oct Live @ 8pm SGT)
•
It is a stone of protection for women and children, especially pregnant women and babies. It has been used for centuries to enhance fertility and is believed to support women's reproductive health all around, from easing menstrual problems to soothing fluctuating hormones, to assisting a woman in childbirth.",1,123
46,46,2021-10-13 08:22:06,"Scheelite Cookie 🍪 
(Available on 13th Oct Live @ 8pm SGT)
•
Blue Scheelite is a soothing stone that can help ground our thoughts and ideas. Dolomite is a stone of the earth that not only balances our entire chakra column but will allow you to look at things with a more sensible outlook. On the other hand, Blue Calcite will awaken the mind and help enhance your ability to process information at higher vibrations. The result is a combination that doubles as a spiritual talisman and an earthen representation.",1,103
47,47,2021-10-12 10:24:29,"Pink amethyst Unicorn 🦄 
(SOLD)",0,71
48,48,2021-10-12 08:36:45,"Ohmou Custom Cut Baby Dino 🦖
Can you get all the materials right?
(Every Wed and Saturday Live @ 8pm SGT)",8,212
49,49,2021-10-05 05:01:49,"Smoky Quartz Gem 
(Available on 6th Oct Wed Live @ 8pm)
 ❤️ See you ❤️",3,102
50,50,2021-10-04 14:47:59,"💎 Gem Lepidolite
(Available on 6th Oct Wed Live @ 8pm)
❤️
When it comes to Feng Shui practice no stone can boast more harmonious magic than the lyrical loveliness of Lepidolite. Place this stone in any space that needs its energy centering and feel all those frayed threads finally come together. For those who want Lepidolite to lend a hand when it comes to personal journeys of discovery, you can also place this stone in the northern corners of your house as a talisman or amulet for discovery. For those who struggle with PMS or emotional imbalance during their monthly cycle, you can also meditate with Lepidolite around this time to help restore inner harmony. Another way you can welcome Lepidolite in is by placing it in a shared space to reduce the imprint of unhealthy dependency.",2,137
51,51,2021-09-27 10:31:22,"Pink Amethyst Obelisk
(Available on 29th Sept Live @ 8pm)
♡ See you ♡",1,114
52,52,2021-09-26 04:48:16,"Mahjong Kakis! 🀄
Mahjong Crystal Wind Direction 🎲
(Ohmou Custom Cut)
▪︎
Black Obsidian, Green Aventurine & Tiger Eye!
▪︎
Available on Wednesday Live @ 8pm SGT",15,235
53,53,2021-09-24 10:26:45,"Baby & Teenager Pink Amethyst Sphere 😍
(Every Wed & Sat Live @ 8pm)",3,180
54,54,2021-09-24 07:38:03,"High Quality Labradorite 
(Available on 25th Sept Sat Live @ 8pm)
♡♡♡See you♡♡♡",2,112
55,55,2021-09-22 06:09:47,"Pink Amethyst Freeform & Butterfly 
(Available on 22nd Sept Wed Live @ 8pm)
♡ See you 😘",1,160
56,56,2021-09-21 04:13:28,"🔊SOUND ON
🌊Enjoy some Ocean Jasper M&M ASMR 🥰",0,111
57,57,2021-09-16 16:01:01,"[ Druzy Collections]
Which is your Favourite? 🥰
♡
Pink amethyst towers, spheres, freeforms, slabs, clouds, butterfly, elephants, dolphins, unicorns.
(Every Wed & Sat Live @ 8pm)",3,158
58,58,2021-09-15 07:39:03,"🌊 Ocean Jasper 🤲
(Available on 15th Sept Wed Live @ 8pm)
•
Ocean Jasper are excellent healing stones that help you if you need a lift.
They help to release negative feelings to aid you to feel more optimistic. Their energy stimulates the heart chakra, to encourage feelings of joy, happiness and elevated spirits!
These crystals aid you to communicate more positively and allow loving feelings to be expressed in what you say.",3,133
59,59,2021-09-14 04:48:08,"Clear Quartz & Smoky Quartz Gem 🌈
(Available 15th Sept Wed Live @ 8pm) 😍",1,127
60,60,2021-09-13 09:40:08,"Matt Black 旺 Daruma 
(Ohmou Custom Cut)
.
Daruma dolls are seen as a symbol of perseverance and good luck, making them a popular gift of encouragement.",20,224
61,61,2021-09-04 10:21:52,"How tall can you stack these pyrite cube from Spain? 🤣
(Available on 4th Sept Sat Live @ 8pm)",2,146
62,62,2021-09-03 08:34:35,"Mini Blue Lace Agate Obelisk
•
Blue Lace Agate is a soothing and nurturing stone, that will bring you calmness and peace of mind.
It is an excellent emotional healing stone, with strong metaphysical properties.
•
It will boost your ability to communicate, especially the thoughts and feelings that you receive from your higher self. Its energy resonates within the throat chakra.
•
This energy brings a lovely sense of tranquility, as it alleviates anger and nervous tension.",5,259
63,63,2021-09-02 03:13:22,"Manekineko x Kitty 💰😺 (Restocked)
(Ohmou Custom Cut)
(Available on 3rd Nov Wed Live @ 8pm)
♡ See You ♡",43,394
64,64,2021-08-26 10:51:11,"🌊Ocean Jasper Coins
(Every Wednesday and Saturday Live @ 8pm)
☆☆See you!☆☆",1,107
65,65,2021-08-26 06:36:26,"High Quality Pink Amethyst Hearts 
(Available 28th Aug Sat Live @ 8pm)
♡♡♡",10,141
66,66,2021-08-20 03:56:45,"High Quality Pink Amethyst 💗 
(Every Wed & Sat Live @ 8pm)
Time to get your statement piece!
This batch is not easy to come by!
Let us know which is your favourite?",1,186
67,67,2021-08-19 09:39:09,"High Quality Pink Amethyst Cloud
(Every Wed & Sat Live @ 8pm)
Which is your favourite? ♡♡♡",14,202
68,68,2021-08-19 05:14:15,"Gemmy Amethyst/Ametrine 
(Sold Out)
♡ See you 😘",3,230
69,69,2021-08-16 03:54:59,"🇧🇷Citrine Tower
(Every Wed & Sat Live @ 8pm)
•
The citrine is a great stone to use because its vibrational frequency is believed to be one of financial prosperity.",0,206
70,70,2021-08-15 05:22:50,"Ohmou Custom Cut Baby Dino
(Available on 18th Aug Live @ 8pm)
Available Crystal
-White Jade
-Black Obsidian
-Madagascar Rose Quartz",16,636
71,71,2021-08-12 08:21:07,"God of Wealth 财神爷
(Ohmou Custom Cut)
(Available 14th August Saturday Live @ 8pm)
Look at how intricate the details are 🥰 Let us know which is your favourite colour. Huat ah!",60,409
72,72,2021-07-31 13:09:58,"Amethyst Cupcake 🧁 
(Sold)
💕💕",0,104
73,73,2021-07-30 08:03:25,"High Quality Bahia Amethyst 🍇
(Available on 31st July Saturday Live @ 8pm)",0,96
74,74,2021-07-29 10:46:46,"🇺🇾Amethyst Geode
Which is your Favourite? 💕
(Available on 31st July Saturday @ 8pm)",6,185
75,75,2021-07-26 13:04:07,"Papa & Baby Big Hand Fortune Cat(SOLD OUT)
(Custom Cut By Ohmou)
Can you spot which crystals are the new additions? Let us know in the comments below 😘
(Every Wednesday & Saturday Live @ 8pm)",15,251
76,76,2021-07-22 05:54:45,"Pink Amethyst 
(Every Wednesday & Saturday Live @ 8pm)
💗💗💗",6,293
77,77,2021-07-19 05:45:44,"High Quality Clear Quartz
(Available on 21st July Wed Live @ 8pm)
•
This white crystal is considered a “master healer.” It's said to amplify energy by absorbing, storing, releasing, and regulating it. It's also said to aid concentration and memory. Physically, clear crystals are claimed to help stimulate the immune system and balance out your entire body.",2,114
78,78,2021-07-15 09:46:48,"🇺🇾Uruguay Amethyst 🌈🍇
(Every Wednesday & Saturday Live @ 8pm)",3,180
79,79,2021-07-13 08:12:12,"🇦🇷Lemurian Aquatine Blue Calcite
(Available on 14th July Wed Live @ 8pm)
•
Lemurian aquatine calcite soothes and replenishes the energetic and emotional body. It enhances dream life and enables lucid dreaming.
•
All blue calcite encourages communication and facilitates physical healing by clearing negative emotions and encouraging rest and relaxation.",5,135
80,80,2021-07-05 05:46:54,"🇺🇾Mini Rainbow & Purple Amethyst 
Which is your Favourite 🌈or 🍇?
(Every Wednesday & Saturday Live @ 8pm SGT)",11,136
81,81,2021-07-04 10:46:19,"🇧🇷Dreamcoat Amethyst 
(Available on 7th July Wed Live @ 8pm)
•
These unique crystals are a part of the Super 7 family, with a heavy coat of hematite & iron. They are amethyst-tipped which looks beautiful contrasting against the red!",3,120
82,82,2021-07-01 10:11:44,"💰Ohmou’s Daruma Army💰
(Available on 3rd July Sat Live @ 8pm)
Comment below to let us know which is your favourite colour!",67,561
83,83,2021-06-28 09:14:48,"🇧🇷High Quality Clear Quartz 
(Available on 30th June Wed Live @ 8pm)
•
Clear Quartz is considered a “master healer.” It's said to amplify energy by absorbing, storing, releasing, and regulating it. It's also said to aid concentration and memory. Physically, clear crystals are claimed to help stimulate the immune system and balance out your entire body.",8,131
84,84,2021-06-27 11:08:38,"Yummy Rainbow Amethyst Cupcake 🧁 
(SOLD OUT)
(Available on 30th June Wed Live @ 8pm)",2,126
85,85,2021-06-25 05:47:19,"Mozambique Star Rose Quartz ⭐️
(Available on 26th June Live @ 8pm)
•
Rose Quartz is the stone of universal love. It restores trust and harmony in relationships, encouraging unconditional love. Rose Quartz purifies and opens the heart at all levels to promote love, self-love, friendship, deep inner healing and feelings of peace.",4,154
86,86,2021-06-24 06:40:26,"Mini Uruguay Amethyst Geode
(Available Every Wed & Sat Live @ 8pm)
•
Perfect starter crystal for collectors who just started on their crystal journey!",7,157
87,87,2021-06-24 06:04:45,"Ohmou Custom Cut Baby Seal🦭
•
Seals were always considered to be powerful totem and spirit animals. They're also symbolic of good luck, especially for some historic cultures from all over the world. Other seal meanings are closely tied to dreams, emotions, strength, protection, and movement.",13,427
88,88,2021-06-21 05:45:56,"High Quality Clear Quartz Tower🌈
(Available on 23rd June Live @ 8pm)",4,136
89,89,2021-06-20 09:46:49,"Ohmou Custom Cut Fortune Cat 💪🏻
(大手招财猫)
•
👉🏻Swipe left to view
From 1 to 5, which crystal is your favourite in this carving?",51,416
90,90,2021-06-15 04:16:10,"High Quality Kyanite & Aquamarine Coins🪙
These crystal coins are pocket size, convenient to bring it along with you in a pouch!
•
Kyanite aligns all chakras and subtle bodies instantly. It provides balance of yin-yang energy and dispels blockages, moving energy gently through the physical body. Kyanite has a calming effect on the whole being, bringing tranquility. It encourages psychic abilities and communication on all levels.
•
Aquamarine stone is a beautiful crystal with an energy that heightens courage.Their energy aids clearer communication with the Divine source of all that is, and may encourage you to embrace change.
It has strong powers that increase your ability to handle grief, by granting you the courage to go on.
It may assist you to release anger and reduce stress and may help you to make positive changes in your life.",7,210
91,91,2021-06-14 13:36:26,"Galena with Chalcopyrite 
(Available on 19th June Live @ 8pm)
•
Galena is one of the strongest grounding stones we know of, and we recommend it to anyone who's constantly working towards their goals. Our root chakra becomes open and activated when working with Galena, allowing us to fully ground ourselves down to the earth. 
•
Physically, this stone is very dense and heavy, which mimics the vibrations Galena radiates. The energy one feels when working with this stone is very powerful and helps to recharge your internal “battery”. It provides the much needed energy to get long and challenging tasks done. We suggest placing this stone in any workplace",2,113
92,92,2021-06-14 09:50:28,"Blue Lace Agate Rabbit 🐇
(Available on 19th June Sat Live @ 8pm)
•
Blue Lace Agate is a soothing and nurturing stone, that will bring you calmness and peace of mind. It is an excellent emotional healing stone, with strong metaphysical properties. It will boost your ability to communicate, especially the thoughts and feelings that you receive from your higher self.",8,203
93,93,2021-06-10 10:31:49,"🇵🇪Pyrite Obelisk (Sold Out)
Pyrite is a traditional crystal for money and good luck. It is a powerful crystal for manifestation, especially with regards to wealth and prosperity

(Available on 12th June Live @ 8pm)",16,155
94,94,2021-06-10 04:09:51,"🇧🇷Pink Amethyst 💕
🙋🏻‍♀️Raise your hand if you need one! 🥰
(Every Wednesday & Saturday Live @ 8pm)",37,241
95,95,2021-06-07 04:54:53,"🇲🇬Rose Quartz Sphere
(Available on 9th June Wed Live @ 8pm)
•
Rose Quartz purifies and opens the heart at all levels to promote love, self-love, friendship, deep inner healing and feelings of peace. Calming and reassuring, it helps to comfort in times of grief. Rose Quartz dispels negativity and protects against environmental pollution, replacing it with loving vibes.",0,136
96,96,2021-06-06 13:40:08,"🇧🇷Pink Amethyst 🇧🇷
Every Wednesday & Saturday Live @ 8pm
Which shape do you think can better showcase the beauty of Pink Amethyst?",4,142
97,97,2021-06-03 11:14:57,"🤍 Clear Quartz Sphere 🤍
(Available on 5th June Sat Live @ 8pm)
•
Clear Quartz is considered a “master healer.” It's said to amplify energy by absorbing, storing, releasing, and regulating it. It's also said to aid concentration and memory. Physically, clear crystals are claimed to help stimulate the immune system and balance out your entire body.",0,90
98,98,2021-06-03 10:19:38,"No filter needed for this High Quality Large Clear Quartz Tower! 😍
(Available on 5th June Sat Live @ 8pm)
•
Clear Quartz is considered a “master healer.” It’s said to amplify energy by absorbing, storing, releasing, and regulating it. It’s also said to aid concentration and memory. Physically, clear crystals are claimed to help stimulate the immune system and balance out your entire body. This stone is often paired with others like rose quartz to aid and enhance their abilities.",7,157
99,99,2021-06-01 04:02:19,"🌈Rainbow Moonstone Charm/Pendant 
(Every Wed & Sat Live @ 8pm SGT)
•
🧸 Teddy Bear 
🐈 Cat Head
☁️ Cloud
🐚 Seashell
🦊 Nine Tail Fox
Which is your favourite? 
🧸🐈☁️🐚🦊
Comment
 👇🏻",17,227
100,100,2021-05-31 12:29:39,"🤍Selenite & Satin Spar
(Available on 2nd June Wed Live @ 8pm)🤍",1,97
101,101,2021-05-31 04:12:16,"🌈Rainbow Obsidian 
(Available on 2nd June Wed Live @ 8pm)
•
Rainbow Obsidian is said to aid in dissolving unloving thoughts that arise from your lack of self esteem. It is a protective stone that is said to energetically protect you from emotional and psychic harm, shielding you from negativity.",0,103
102,102,2021-05-27 01:32:55,"Papa & Baby Darumas
(Available on 29th May Saturday Live @ 8pm)
•
The Daruma is a traditional Japanese doll, which in Japan has become a symbol of perseverance and luck.",32,296
103,103,2021-05-25 03:36:49,"Ohmou Customised Bunnies 🐰
(Available on Wednesday 26th May Live @ 8pm) ❤️",8,149
104,104,2021-05-23 14:57:48,"🔵 Blue Lace Agate Sphere
(Every Wednesday & Saturday Live @ 8pm)
•
Blue Lace Agate is a soothing and nurturing stone, that will bring you calmness and peace of mind. It is an excellent emotional healing stone, with strong metaphysical properties. It will boost your ability to communicate, especially the thoughts and feelings that you receive from your higher self.",8,165
105,105,2021-05-21 04:25:52,"Lodolite & Bronze Rutilated Turtle 🐢➕ Golden Rutilated Pixiu 🤑
(Available on 22nd May Live @ 8pm)
•
It is said that the Pixiu can ward off evil spirits and protect people from harm. It also can bring people good luck, riches, and power. Moreover, the Pixiu is said to have a voracious appetite, and its diet consists of gold, silver, jewels, and other treasures.🤑",7,131
106,106,2021-05-20 11:29:05,"Rutilated Sphere (Sold out)
(Available on 22nd May Live @ 8pm)
•
It is a stone believed to attract wealth luck. A very popular stone among businessmen, Rutilated quartz is highly energizing, and can bring passion into difficult times or difficult projects. This crystal prepares one to face new challenges with confident, enhances concentration, improves foresight and also gives you the ability to discern the positive or negative vibes or motives of a person, place, or thing. Rutilated quartz can help you see things that you might not notice otherwise, and help you see what action needs to be taken in order to fix the problem that you are currently having. It can also give you the strength to actually take that action.",2,61
107,107,2021-05-18 16:10:39,"🇧🇷Pink Amethyst Spheres 
(Weekly IG Live Show, Wednesday & Saturday @ 8pm)
We managed to bring in smaller ones this time, so that everyone can bring home at least one! These high quality Pink Amethyst Spheres have insanely beautiful colours!🥰",16,167
108,108,2021-05-15 17:19:10,"Self Standing “面壁思过” Bunny (Customised by Ohmou)(Sold Out)
•
Available on Wednesday & Saturday Instagram Live at 8pm!
•
Which team are you on? Team White or Team Pink?
•
Let us know in the comment section below!",12,267
109,109,2021-05-13 11:02:47,"🇧🇷Lodolite Tower
•
Lodolite is a lucky stone that will help you manifest your desires, especially when it comes to wealth and abundance. This stone will keep you grounded, stable, connected, and aware. It will dispel any negative energy in your environment so that you can entirely focus on your money goals.",0,54
110,110,2021-05-08 03:41:28,"Garden Quartz Bunny 🐰 (Sold Out)
•
Rabbits almost always symbolize prosperity, abundance, good luck, and fertility.
•
Garden Quartz is a lucky stone that will help you manifest your desires, especially when it comes to wealth and abundance. This stone will keep you grounded, stable, connected, and aware. It will dispel any negative energy in your environment so that you can entirely focus on your money goals.",0,86
111,111,2021-05-07 10:42:52,"Twins Amethyst Geode and Egg 😍( Both Sold )
Let us know in the comments below if we should release it as a pair or individually! 😊",5,74
